6299922 	 1983
6258166 	 1981
6169859 	 1981
6110470 	 1981
6092396 	 1984
6019410 	 1967
6051604 	 1967
6026208 	 1967
6004695 	 1969
5974415 	 1967
5915454 	 1966
5899373 	 1966
5879542 	 1966
5881179 	 1966
5833085 	 1965
5790834 	 1969
5822461 	 1969
5822466 	 1969
5794881 	 1969
5468514 	 1970
6197704 	 1984
6047246 	 1967
5789211 	 1969
5701309 	 1969
5684358 	 1968
5667738 	 1968
5675000 	 1968
5638204 	 1968
5621737 	 1970
5886277 	 1966
5622473 	 1970
5607556 	 1969
5578492 	 1971
5575292 	 1971
5543534 	 1971
5541734 	 1971
5539915 	 1971
5518181 	 1971
5842695 	 1966
5482876 	 1971
5472997 	 1970
5537637 	 1971
5474730 	 1970
5472790 	 1970
5907836 	 1966
5508252 	 1971
5451068 	 1970
5442155 	 1970
5454981 	 1970
5454987 	 1970
5431663 	 1970
5805137 	 1969
5360850 	 1970
5360848 	 1970
5374041 	 1970
5416665 	 1970
5364052 	 1970
5352796 	 1970
5389537 	 1970
5324567 	 1966
5351204 	 1970
5351180 	 1970
5321753 	 1966
5389513 	 1970
5339506 	 1967
5409128 	 1971
5299396 	 1968
5545734 	 1971
5354807 	 1970
5192959 	 1969
5167061 	 1972
5660893 	 1968
5418740 	 1970
5098909 	 1971
5075143 	 1972
5085743 	 1973
5045145 	 1972
5022064 	 1972
5025785 	 1972
5382808 	 1970
4909589 	 1970
4820035 	 1974
4990618 	 1970
4977510 	 1969
4977499 	 1969
4988886 	 1970
5545711 	 1971
4949425 	 1972
5181638 	 1967
4914424 	 1970
4943479 	 1972
4926223 	 1971
4929695 	 1971
4926390 	 1971
5070061 	 1972
4861960 	 1968
4859958 	 1967
4846490 	 1974
4833406 	 1974
4878876 	 1968
4824422 	 1974
4811712 	 1974
4849199 	 1974
4821887 	 1974
4801420 	 1974
4793536 	 1974
4774994 	 1974
4903018 	 1970
4740767 	 1973
4739328 	 1973
4747159 	 1973
4573762 	 1973
5067329 	 1972
4870371 	 1968
4740114 	 1973
4723262 	 1973
4712554 	 1973
4707541 	 1973
4701386 	 1973
4690969 	 1973
5068589 	 1972
4693501 	 1973
4644211 	 1973
4647182 	 1973
4642926 	 1973
4635597 	 1973
4427554 	 1975
4607423 	 1975
5862414 	 1966
4614053 	 1975
4574168 	 1973
4556482 	 1972
4568303 	 1973
4554745 	 1972
4504226 	 1972
4631108 	 1973
4468215 	 1976
4458007 	 1975
4449286 	 1975
4424375 	 1975
4471293 	 1977
4433014 	 1975
4419151 	 1974
4485698 	 1973
4413835 	 1974
4383723 	 1968
4372342 	 1975
4530629 	 1975
4341013 	 1972
4319152 	 1970
4445743 	 1975
4323380 	 1971
4316932 	 1970
4396692 	 1971
4320286 	 1971
4423768 	 1975
4315323 	 1970
4312830 	 1970
4306541 	 1969
4307305 	 1969
4263785 	 1973
4244134 	 1970
4259993 	 1972
4249945 	 1971
4237351 	 1969
4233346 	 1968
4198124 	 1973
4350523 	 1973
4350522 	 1973
4177294 	 1969
4175587 	 1968
4153713 	 1975
4140467 	 1975
4134484 	 1974
4137411 	 1974
4119222 	 1973
4099083 	 1971
4091790 	 1986
4067505 	 1986
4059929 	 1985
4031262 	 1985
4047885 	 1985
4011843 	 1985
4411356 	 1974
3988108 	 1985
3996537 	 1985
3965395 	 1985
3961203 	 1986
3961190 	 1986
3941568 	 1986
3919719 	 1985
3915307 	 1986
3907307 	 1986
3965040 	 1985
3899449 	 1985
3885205 	 1985
3874034 	 1985
3827143 	 1987
3840590 	 1985
3819162 	 1987
3811986 	 1987
3818007 	 1987
3798378 	 1987
3720840 	 1986
3776732 	 1986
3844687 	 1985
3784762 	 1987
3767287 	 1986
3738022 	 1986
3494744 	 1987
3745408 	 1986
3884762 	 1985
3730181 	 1986
3690523 	 1988
3690969 	 1988
3694043 	 1988
3688962 	 1988
3681934 	 1988
3636468 	 1986
3631200 	 1987
3626795 	 1987
3628102 	 1987
3610904 	 1987
3637561 	 1986
3619456 	 1987
3566384 	 1987
3590998 	 1987
4056431 	 1985
3815575 	 1987
3723491 	 1986
3652084 	 1987
3581547 	 1987
3577685 	 1987
3547942 	 1987
3547868 	 1987
3544904 	 1987
6345368 	 1983
3533944 	 1986
3501969 	 1988
3513683 	 1986
3513682 	 1986
3513680 	 1986
3513679 	 1986
3565204 	 1987
3448848 	 1988
3464360 	 1986
3548427 	 1987
3506511 	 1989
3371866 	 1988
3338262 	 1988
3386011 	 1988
3613847 	 1987
3350576 	 1988
3170664 	 1988
3524021 	 1986
3490915 	 1987
3474800 	 1987
3440365 	 1988
3427326 	 1988
3400671 	 1988
3383751 	 1988
3368908 	 1988
3399634 	 1988
3338748 	 1988
3325173 	 1988
3310790 	 1987
3295800 	 1987
3269681 	 1990
3245106 	 1989
3270696 	 1990
3252613 	 1989
3517299 	 1986
3228874 	 1989
3213131 	 1989
3215885 	 1989
3225379 	 1989
3309488 	 1987
